8_2_7_0_0	72
8_2_8_0_0	80
8_2_9_0_0	89
8_3_2_0_0	42
8_3_3_0_0	48
8_3_4_0_0	54
8_3_5_0_0	61
8_3_6_0_0	68
8_3_7_0_0	76
8_3_8_0_0	84
8_3_9_0_0	93
8_4_2_0_0	46
8_4_3_0_0	52
8_4_4_0_0	58
8_4_5_0_0	65
8_4_6_0_0	72
8_4_7_0_0	80
8_4_8_0_0	88
8_4_9_0_0	97
8_5_2_0_0	50
8_5_3_0_0	56
8_5_4_0_0	62
8_5_5_0_0	69
8_5_6_0_0	76
8_5_7_0_0	84
8_5_8_0_0	92
8_5_9_0_0	101
8_6_2_0_0	54
8_6_3_0_0	60
8_6_4_0_0	66
8_6_5_0_0	73
8_6_6_0_0	80
8_6_7_0_0	88
8_6_8_0_0	96
8_6_9_0_0	105
8_7_2_0_0	58
8_7_3_0_0	64
8_7_4_0_0	70
8_7_5_0_0	77
8_7_6_0_0	84
8_7_7_0_0	92
8_7_8_0_0	100
8_7_9_0_0	109
8_8_2_0_0	62
8_8_3_0_0	68
8_8_4_0_0	74
8_8_5_0_0	81
8_8_6_0_0	88
8_8_7_0_0	96
8_8_8_0_0	104
8_8_9_0_0	113
8_9_2_0_0	66
8_9_3_0_0	72
8_9_4_0_0	78
8_9_5_0_0	85
8_9_6_0_0	92
8_9_7_0_0	100
8_9_8_0_0	108
8_9_9_0_0	117
18_0_0_0_0	90
9_1_2_0_0	40
9_1_3_0_0	47
9_1_4_0_0	53
9_1_5_0_0	61
9_1_6_0_0	68
9_1_7_0_0	77
9_1_8_0_0	85
9_1_9_0_0	95
9_2_2_0_0	45
9_2_3_0_0	51
9_2_4_0_0	58
9_2_5_0_0	65
9_2_6_0_0	73
9_2_7_0_0	81
9_2_8_0_0	90
9_2_9_0_0	99
9_3_2_0_0	49
9_3_3_0_0	56
9_3_4_0_0	62
9_3_5_0_0	70
9_3_6_0_0	77
9_3_7_0_0	86
9_3_8_0_0	94
9_3_9_0_0	104
9_4_2_0_0	54
9_4_3_0_0	60
9_4_4_0_0	67
9_4_5_0_0	74
9_4_6_0_0	82
9_4_7_0_0	90
9_4_8_0_0	99
9_4_9_0_0	108
9_5_2_0_0	58
9_5_3_0_0	65
9_5_4_0_0	71
9_5_5_0_0	79
9_5_6_0_0	86
9_5_7_0_0	95
9_5_8_0_0	103
9_5_9_0_0	113
9_6_2_0_0	63
9_6_3_0_0	69
9_6_4_0_0	76
9_6_5_0_0	83
9_6_6_0_0	91
9_6_7_0_0	99
9_6_8_0_0	108
9_6_9_0_0	117
9_7_2_0_0	67
9_7_3_0_0	74
9_7_4_0_0	80
9_7_5_0_0	88
9_7_6_0_0	95
9_7_7_0_0	104
9_7_8_0_0	112
9_7_9_0_0	122
9_8_2_0_0	72
9_8_3_0_0	78
9_8_4_0_0	85
9_8_5_0_0	92
9_8_6_0_0	100
9_8_7_0_0	108
9_8_8_0_0	117
9_8_9_0_0	126
9_9_2_0_0	76
9_9_3_0_0	83
9_9_4_0_0	89
9_9_5_0_0	97
9_9_6_0_0	104
9_9_7_0_0	113
9_9_8_0_0	121
9_9_9_0_0	131
2_1_1_1_0	6
2_1_1_2_0	8
2_1_1_3_0	9
2_1_1_4_0	11
2_1_1_5_0	12
2_1_1_6_0	14
2_1_1_7_0	15
2_1_1_8_0	17
2_1_1_9_0	18
1_1_2_1_0	6
1_1_2_2_0	7
1_1_2_3_0	9
1_1_2_4_0	10
1_1_2_5_0	12
1_1_2_6_0	13
1_1_2_7_0	15
1_1_2_8_0	16
1_1_2_9_0	18
2_1_2_1_0	9
2_1_2_2_0	11
2_1_2_3_0	13
2_1_2_4_0	15
2_1_2_5_0	17
2_1_2_6_0	19
2_1_2_7_0	21
2_1_2_8_0	23
2_1_2_9_0	25
2_2_1_1_0	7
2_2_1_2_0	9
2_2_1_3_0	10
2_2_1_4_0	12
2_2_1_5_0	13
2_2_1_6_0	15
2_2_1_7_0	16
2_2_1_8_0	18
2_2_1_9_0	19
1_2_2_1_0	6
1_2_2_2_0	8
1_2_2_3_0	9
1_2_2_4_0	11
1_2_2_5_0	12
1_2_2_6_0	14
1_2_2_7_0	15
1_2_2_8_0	17
1_2_2_9_0	18
2_2_2_1_0	10
2_2_2_2_0	12
2_2_2_3_0	14
2_2_2_4_0	16
2_2_2_5_0	18
2_2_2_6_0	20
2_2_2_7_0	22
2_2_2_8_0	24
2_2_2_9_0	26
2_3_1_1_0	8
2_3_1_2_0	10
2_3_1_3_0	11
2_3_1_4_0	13
2_3_1_5_0	14
2_3_1_6_0	16
2_3_1_7_0	17
2_3_1_8_0	19
2_3_1_9_0	20
1_3_2_1_0	7
1_3_2_2_0	8
1_3_2_3_0	10
1_3_2_4_0	11
1_3_2_5_0	13
1_3_2_6_0	14
1_3_2_7_0	16
1_3_2_8_0	17
1_3_2_9_0	19
2_3_2_1_0	11
2_3_2_2_0	13
2_3_2_3_0	15
2_3_2_4_0	17
2_3_2_5_0	19
2_3_2_6_0	21
2_3_2_7_0	23
2_3_2_8_0	25
2_3_2_9_0	27
3_3_3_1_0	19
3_3_3_2_0	23
3_3_3_3_0	25
3_2_3_1_0	18
3_2_3_2_0	21
3_2_3_3_0	24
3_3_3_4_0	29
3_3_3_5_0	31
3_1_1_1_0	9
3_1_1_2_0	12
3_1_1_3_0	13
3_1_1_4_0	16
3_1_1_5_0	17
3_1_2_1_0	13
3_1_2_2_0	15
3_1_2_3_0	18
3_1_2_4_0	20
3_1_2_5_0	23
1_1_3_1_0	8
1_1_4_1_0	12
1_1_5_1_0	15
1_1_6_1_0	20
1_1_7_1_0	24
1_1_8_1_0	30
1_1_9_1_0	35
1_2_3_2_0	11
3_2_1_1_0	11
5_1_1_1_0	17
5_1_3_1_0	26
4_1_1_1_0	13
4_1_2_1_0	17
4_1_2_2_0	20
4_3_2_1_0	21
4_2_2_2_0	22
4_2_2_1_0	19
4_3_3_3_0	32
5_3_2_1_0	27
9_9_9_9_0	211
9_1_9_1_0	103
5_1_9_1_0	65
4_1_9_1_0	57
3_5_8_8_0	87
7_5_4_1_0	59
6_3_5_1_0	50
6_3_5_2_0	56
7_6_1_1_0	45
3_4_2_4_0	25
7_1_9_2_0	92
5_4_1_7_0	43
4_1_4_6_0	46
6_7_6_1_0	69
8_1_1_8_0	65
3_6_8_2_0	56
5_8_9_2_0	90
6_9_1_2_0	50
9_9_9_2_0	149
3_3_9_2_0	59
4_4_4_3_0	40
4_4_4_4_0	44
5_5_5_5_0	67
6_7_4_3_0	66
7_3_2_1_0	40
7_3_2_2_0	44
7_3_2_3_0	49
7_3_2_4_0	53
1_6_7_1_0	27
6_2_4_7_0	71
1_1_2_10_0	19
1_1_3_2_0	11
1_1_3_3_0	12
1_1_3_4_0	15
1_1_3_5_0	16
1_1_3_6_0	19
1_1_3_7_0	20
1_1_3_8_0	23
1_1_3_9_0	24
1_1_3_10_0	27
1_1_4_2_0	14
1_1_4_3_0	17
1_1_4_4_0	19
1_1_4_5_0	22
1_1_4_6_0	24
1_1_4_7_0	27
1_1_4_8_0	29
1_1_4_9_0	32
1_1_4_10_0	34
1_1_5_2_0	19
1_1_5_3_0	21
1_1_5_4_0	25
1_1_5_5_0	27
1_1_5_6_0	31
1_1_5_7_0	33
1_1_5_8_0	37
1_1_5_9_0	39
1_1_5_10_0	43
1_1_6_2_0	23
1_1_6_3_0	27
1_1_6_4_0	30
1_1_6_5_0	34
1_1_6_6_0	37
1_1_6_7_0	41
1_1_6_8_0	44
1_1_6_9_0	48
1_1_6_10_0	51
1_1_7_2_0	29
1_1_7_3_0	32
1_1_7_4_0	37
1_1_7_5_0	40
1_1_7_6_0	45
1_1_7_7_0	48
1_1_7_8_0	53
1_1_7_9_0	56
1_1_7_10_0	61
1_1_8_2_0	34
1_1_8_3_0	39
1_1_8_4_0	43
1_1_8_5_0	48
1_1_8_6_0	52
1_1_8_7_0	57
